Column1,Column2,Column3,Gotas cortadas,Peso médio,Velocidade média,Tras-PV,Fritas-PV,Agit-PV,Meio-PV,Frente-PV,Comprimento médio (mm),Diâmetro,Temperatura
B1,193207,45325,14.749,171.260215053763,60.0,2349.992425,2330.045,2300.000085416667,2244.077639583334,2160.0111006944403,99.6679861111111,36.954475,1219.4212499999999
B1,193207,45326,14.7766,171.095693779904,60.0,2349.9914499999945,2330.0057500000044,2300.002382638878,2244.130201388887,2160.008011805554,100.67543402777778,36.82995,1221.0803500000002
B1,193207,45327,14.7867,170.957476635514,60.0,2349.990425000001,2329.9896999999964,2299.9979173611127,2244.1427312500014,2159.999893055554,99.41428587962963,36.98255,1220.3643000000002
B1,193207,45328,10.5499,170.8,59.4090909090909,2349.991216122308,2330.0379249999987,2299.4633659722253,2244.9962305555505,2164.1414611111086,87.67696695337257,34.562015,1177.8515
B1,193208,45329,14.4514,121.978680203046,82.8125,2349.992425,2329.9425,2290.002686111125,2259.211850694437,2207.718731944442,75.29855106608552,34.222295,1197.0441500000002
B1,193209,45330,13.2134,191.636363636364,78.0,2349.9914499999945,2323.941675000004,2284.8972388888983,2255.7504645833333,2194.127249305556,46.69511403463338,20.748424999999997,1188.865
B1,193208,45330,5.2924,122.201744186046,82.0,2349.990425000001,2282.832599999997,2284.8972388888983,2255.7504645833333,2194.127249305556,46.69511403463338,20.748424999999997,1188.865
B1,193209,45331,21.4946,191.034156378601,78.0,2350.4732000000004,2280.002924999999,2246.0845173611165,2226.3866069444334,2167.298360416663,87.26850614644574,18.565435,1077.63845
B1,193209,45332,21.4412,190.949107142857,78.0,2359.98834999999,2287.069049999998,2240.0031687499995,2220.0071756944485,2163.562359722229,141.56365319895298,33.356105,1013.2638999999999
B1,193209,45333,21.5082,191.512663755458,78.0,2359.986374999993,2289.994825000001,2247.0239625000027,2224.0705520833344,2152.409093055551,11.004728538613579,2.933306,1019.143905
B1,193209,45334,21.5354,191.656626506024,78.0,2332.2759249999926,2289.9847500000014,2249.993545833333,2228.1725291666635,2149.992028472217,0.0,0.0,1021.95777
B1,193209,45335,21.5065,191.817521367521,78.0,2319.9956749999965,2297.032050000002,2249.997655555556,2227.7668541666676,2149.9890312500006,0.0,0.0,1012.9506899999999
B1,193209,45336,1.1139,190.9675,78.0,2326.625700000009,2289.998774999998,2264.0499347222267,2236.17006666667,2175.92834861111,24.00772815793777,9.690301,1366.6243
B1,193368,45336,22.9924,171.453846153846,96.0,2329.9965250000146,2289.998774999998,2264.0499347222267,2236.17006666667,2175.92834861111,24.00772815793777,9.690301,1366.6243
B1,193368,45338,24.6989,171.734065934066,100.0,2323.007799999993,2289.9980250000026,2259.9870631944354,2233.256141666672,2185.0184777777818,91.26067757528583,39.80878,1049.23806
B1,193368,45339,24.7355,171.921700879765,102.135593220339,2309.9967749999973,2290.0013499999995,2259.988527777769,2233.3331631944507,2185.0111166666693,91.07490486111085,39.49178,1051.672435
B1,193368,45340,24.6462,171.499135446686,100.0,2309.9996000000015,2290.000325000001,2259.992312499992,2232.989040277784,2185.0095034722253,88.91765878251721,40.21277,1060.502225
B1,193368,45341,24.6552,171.553179190751,100.0,2310.0020999999997,2290.003325,2259.9982673610984,2232.177972222223,2185.0054583333354,87.98647569444464,40.8172,1062.00652
B1,193368,45342,24.646,171.534615384615,101.285714285714,2310.0023500000016,2296.849125000004,2260.002444444438,2233.272599999997,2185.0006548611036,86.25235299657771,41.078255,1053.62703
B1,193368,45343,1.2882,171.381981981982,93.9166666666667,2310.0009750000013,2300.0071250000015,2252.769161111114,2218.8263506944395,2179.0166284722154,73.01628318847528,25.661555,1311.58435
B1,193342,45343,21.0606,170.349206349206,90.375,2309.999074999999,2300.0071250000015,2252.769161111114,2218.8263506944395,2165.111,73.01628318847528,25.661555,1311.58435
B1,193342,45344,21.9359,171.166666666667,90.0,2336.6964249999987,2299.9924499999997,2240.001894444451,2205.9593763888906,2174.9930125086826,107.62287919525353,28.09719,1069.4528500000001
B1,193342,45345,21.5201,170.467832167832,88.2068965517241,2340.644,2299.9918250000023,2240.0038750000044,2213.643700000004,2174.993560416661,133.47745687957757,33.18786,1077.0749
B1,193342,45346,21.5621,169.830038022814,88.0,2340.000428075045,2299.997550000003,2240.0073493055606,2212.5771180555475,2174.9919833333215,131.40858047002152,33.70254,1077.06375
B1,193342,45347,21.5927,170.492592592593,87.7903225806452,2339.997549999995,2299.9915499999997,2239.9940013888986,2211.868199999998,2174.9916027777626,127.07348758660973,34.387105000000005,1066.5319
B1,193342,45348,21.5497,170.418656716418,88.0,2339.9987249999967,2299.993050000001,2240.003107638894,2211.4470465277764,2174.99515694444,123.91421502864736,34.6511,1063.28255
B1,193342,45349,21.3763,170.288789237668,88.0,2339.997474999995,2300.007150000001,2239.998108333341,2212.3399770833253,2174.990669444441,86.2811069848295,25.167524999999998,1065.17225
B1,193342,45350,21.4543,169.632384341637,88.0,2339.998249999997,2300.006549999999,2240.007904166677,2210.134243749997,2170.689278472219,121.19572517999228,35.290645,1060.78675
B1,193342,45351,21.4272,169.21375464684,86.8870967741936,2339.132,2300.006549999999,2240.008312500011,2209.0777187500034,2170.689278472219,119.88347293559804,35.670635000000004,1052.6757949999999
B1,193342,45352,21.4662,169.637837837838,89.078125,2339.9933981931895,2299.9959972202914,2240.0043120222485,2208.224585823492,2160.0008158443356,124.03934490923389,34.82074,1046.13308
B1,193342,45353,21.519,169.520769230769,88.0,2339.9914249999974,2300.0007749999986,2239.993309722226,2207.737265972223,2160.621,122.73798039741854,34.22267,1049.560915
B1,193342,45354,20.5811,169.513970588235,88.5645161290323,2339.990625000001,2299.996425000001,2240.002729861116,2209.0333250000026,2169.984570535091,123.2357534051985,34.087635000000006,1043.58561
B1,193342,45355,20.5803,169.621724137931,88.0,2339.991424999994,2300.005599999999,2239.998502777786,2208.7061020833316,2169.9909895833266,120.22996649492728,34.178525,1032.165465
B1,193342,45356,21.4274,169.595275590551,88.6417910447761,2339.990974999996,2299.987174999998,2240.004454166675,2208.057202777781,2172.7443916666775,116.45698006597225,34.67386,1023.665135
B1,193342,45357,21.5061,169.507468879668,88.0,2339.991249999999,2299.995475000001,2240.0028284722275,2207.7124430555505,2174.7346534722146,115.04970764854592,34.959990000000005,1031.640465
B1,193342,45358,21.527,170.071818181818,88.0,2339.991274999988,2300.0126999999998,2240.003576388886,2208.0542729166714,2171.5898986111088,113.79963225429658,35.059794999999994,1036.583565
B1,193342,45359,20.6397,170.332945736434,88.0,2339.993449999995,2299.9951249999986,2240.0051951388905,2208.8191131944536,2171.1610361111134,114.20325276603869,35.16784,1041.340165
B1,193342,45360,21.464,169.5359375,88.0,2339.995175000003,2300.004924999996,2240.001728472228,2209.0586868055548,2172.002322222222,114.58005019018653,35.306455,1045.798715
B1,193342,45361,21.496,169.748828125,88.0,2339.993749999997,2300.000425,2240.0005083333353,2207.9963500000044,2172.0058701388944,113.2212187692355,35.334015,1041.791535
B1,193342,45362,3.0705,170.351785714286,84.1379310344828,2352.6593749999947,2321.7487,2260.392221527775,2238.7761923610965,2173.4527784722286,96.07355269620075,34.81158,467.08185000000003
B1,193459,45362,14.4696,183.575384615385,61.6,2352.6593749999947,2321.7487,2260.392221527775,2238.7761923610965,2173.4527784722286,96.07355269620075,34.81158,467.08185000000003
B1,193459,45363,16.788,194.232075471698,60.0,2359.988449999996,2327.643949999999,2289.0328236111163,2255.1186340277595,2174.006888194462,95.88422978920529,40.148219999999995,623.8762449999999
B1,193459,45364,6.3295,194.658620689655,59.0666666666667,2363.15655,2330.0405500000024,2299.908094444445,2262.5265944444473,2183.544737499999,97.95469158965136,37.760715,1092.7694999999999
B1,193463,45364,9.1951,171.4,60.0,2363.15655,2330.0405500000024,2299.908094444445,2262.5265944444473,2183.544737499999,97.95469158965136,37.760715,1092.7694999999999
B1,193463,45365,14.9315,169.509045226131,60.0,2364.997000000001,2329.964675,2300.0006395833307,2269.9867243055596,2199.2626548611115,88.95142214516791,40.18366,1221.1788
B1,193463,45366,14.9336,171.609417040359,60.0,2365.0035249999983,2330.0585499999984,2299.122352083332,2269.994747222223,2202.3781458333315,93.81908970700768,39.51479,1220.54375
B1,193463,45367,14.9514,173.01921182266,60.0,2364.9998000000023,2330.0127999999995,2299.965752777776,2270.0512736111173,2209.9932437500047,97.37761622522692,38.738924999999995,1221.30815
B1,193463,45368,14.9121,173.3,60.0,2364.993174999992,2329.9519749999995,2300.0004333333363,2270.161041666669,2210.002555555558,96.4429328703703,38.652795,1222.36535
B1,193463,45369,14.9071,172.888888888889,60.0,2365.001024999996,2329.9989500000024,2300.003977083335,2270.1637069444523,2209.994883333341,92.4512471287035,39.421459999999996,1209.76945
B1,193463,45370,14.8623,172.795535714286,60.0,2364.9971500000006,2330.0649750000016,2300.0030770833328,2270.1038826388917,2210.0023284722256,93.19959259259254,39.305245,1217.7815
B1,193463,45371,10.7028,173.068396226415,58.695652173913,2364.9997749999975,2327.36,2299.992622222223,2270.0138451388875,2209.996029861114,88.84001082348676,36.362525,1242.4085
B1,193462,45372,22.2797,171.775324675325,90.0,2346.5110249999902,2319.791093815148,2285.1373395833243,2244.8045180555487,2209.9999493055593,91.8391187591612,40.30277,1360.882
B1,193462,45373,22.3626,172.646321525886,90.0,2339.997449999989,2319.7720750000017,2279.995764583325,2235.3596395833238,2210.00222638889,86.04576221488328,40.434839999999994,1158.6134499999998
B1,193462,45374,22.3557,172.239306358382,89.9166666666667,2339.993974999996,2319.8871000000004,2279.9971055555548,2236.5942666666756,2198.877511805568,81.91089060016088,41.29658,1164.5147
B1,193462,45375,21.4903,172.630333333333,90.0,2339.9960749999946,2289.0608500000008,2280.0023194444357,2236.752763888901,2195.554646527798,83.0710253402876,41.398045,1171.70435
B1,193462,45376,2.4948,172.951824817518,87.5454545454545,2327.1474499999954,2279.9613171240044,2252.651072222223,2217.760708333332,2199.77463611112,87.63669710934188,37.63923,1150.2505500000002
B1,193594,45376,17.4064,171.440322580645,78.9166666666667,2327.1474499999954,2279.9613171240044,2252.651072222223,2217.760708333332,2202.737256944433,87.63669710934188,37.63923,1150.2505500000002
B1,193594,45377,19.785,171.797991967871,80.0,2319.997974999995,2280.0311922276182,2250.0084284722298,2220.0701159722257,2183.9475291666686,88.89563848295028,39.66372,1124.8676500000001
B1,193594,45378,19.792,171.930350194553,80.0,2319.9946999999925,2279.9579750000034,2249.988672222226,2222.409337499996,2175.0031791666684,91.0746254405307,39.061985,1098.1062000000002
B1,193594,45379,18.9627,171.889105058366,80.0,2319.992599999997,2280.2680499999997,2250.0025854166756,2222.021049999999,2175.000603472232,90.56406423610937,39.81458,1111.0711000000001
B1,193594,45380,19.7444,171.938697318008,80.0,2319.992524999994,2280.174800000006,2249.9979493055575,2221.7868993055627,2174.9999034722373,95.0668211805557,39.42899,1089.97075
B1,193594,45381,18.9099,171.650185873606,80.2727272727273,2319.992224999995,2280.2293000000013,2250.003677083344,2222.3338381944554,2174.84,89.82375132376156,40.30239,1094.5304999999998
B1,193594,45383,14.049,172.109274193548,78.3673469387755,2321.804266851975,2282.199163307851,2251.4908902015286,2227.155811674775,2176.227233495477,92.12494753186668,39.23089,1109.5375
B1,193537,45384,25.1297,173.589527027027,91.8723404255319,2359.988749999996,2329.8541749999954,2301.192138888901,2286.8801451389036,2205.5222090277803,82.13663701531004,39.84552,1106.3470499999999
B1,193537,45385,24.4589,173.987464387464,99.8214285714286,2359.9906749999905,2329.7006250000018,2283.0691861111127,2279.184737500003,2200.5700930555604,81.37986621883955,39.71166,1097.71065
B1,193619,45386,23.1722,192.052830188679,88.0,2359.7142499999936,2320.6730499999994,2280.004002777788,2237.259503472218,2182.7757055555494,79.62401716277886,39.13691,1049.5119
B1,193537,45386,1.1989,174.056198347107,98.0,2359.7142499999936,2320.6730499999994,2280.004002777788,2222.6649486111137,2182.7757055555494,79.62401716277886,39.13691,1049.5119
B1,193619,45387,23.3872,193.186011904762,88.0,2359.9901999999956,2319.7094500000017,2280.011699999993,2224.836924305549,2175.000498611105,99.62977556360777,39.23754,1116.0471
B1,193619,45388,24.4465,191.354419889503,88.0,2359.994824999994,2319.332975000003,2280.0017498267466,2224.008442827444,2175.008342361105,102.07839958323939,39.487750000000005,1115.5439000000001
B1,193619,45389,24.4214,193.049567723343,88.0,2359.992565488557,2319.3233430353416,2279.9898229166693,2222.0275006944553,2174.996156618153,103.56542194725274,39.615354999999994,1119.23335
B1,193619,45390,12.1898,193.22052238806,88.0,2359.9886999999935,2322.1241499999987,2279.9977368055766,2223.507873611114,2173.9905979166647,102.84227493489136,38.884725,1151.93125
B1,193671,45390,8.0545,192.878947368421,60.0,2359.9886999999935,2322.9642500000064,2279.9977368055766,2223.507873611114,2173.9905979166647,102.84227493489136,38.884725,1151.93125
B1,193671,45391,16.654,192.695811518324,60.0,2359.9891749999906,2330.0106787456443,2279.996757491304,2225.7961463414517,2174.995593749995,99.96472685185118,38.590765000000005,1278.1779
B1,193671,45392,15.9707,193.213397129186,60.0,2359.9890452961577,2324.9688232365197,2276.428389211624,2228.332896265566,2176.4320055749126,96.4724305555562,39.040915,1320.0407
B1,193671,45393,6.3467,193.281751824818,60.0,2354.788952697097,2307.9029999999984,2259.8970208333235,2221.058916666672,2176.657442323651,93.76849697442911,36.168315,1320.6352499999998
B1,193533,45393,15.2364,195.66170212766,88.0,2354.788952697097,2307.9029999999984,2259.8970208333235,2221.058916666672,2176.657442323651,93.76849697442911,36.168315,1320.6352499999998
B1,193533,45394,24.9087,196.648936170213,88.0,2329.9977750000116,2299.9912750000003,2260.0014097222092,2220.2065986111143,2175.024486111113,98.41360995326346,32.837965,1172.34945
B1,193533,45395,24.9295,196.858787878788,86.65625,2329.998675000014,2300.002599999997,2259.996361111092,2221.2220229166674,2175.0036201388934,100.05481605403905,39.119695,1143.8365
B1,193533,45396,24.9839,196.973927392739,89.9846153846154,2329.997275000009,2300.0058999999997,2260.003372916652,2221.7407833333386,2174.9883423611154,101.86993260838825,38.967315,1146.0497
B1,193533,45397,24.9628,196.43044982699,88.0,2329.995625000012,2300.0024999999996,2260.005527083318,2220.122011805557,2174.9697847222255,99.27904671717442,39.378775000000005,1140.68065
B1,193533,45398,24.9589,197.05406162465,88.0,2329.9951500000134,2300.004524999999,2260.000936805543,2220.509963888893,2174.9794041666646,98.39900397777211,39.66392,1134.34085
B1,193533,45399,24.9429,197.062253521127,88.0,2329.994300000015,2282.3937500000015,2238.7397159722136,2194.1576166666673,2175.0228569444475,99.50825428891802,39.80856,1141.2984999999999
B1,193688,45400,18.9364,202.985517241379,68.7,2329.993250000014,2270.0034750000023,2219.9988944444353,2180.0000756944464,2159.2247513888965,88.67166206261666,40.099680000000006,1175.1694
B1,193533,45400,3.0474,196.723958333333,88.0,2329.993250000014,2270.0034750000023,2241.4763013888796,2180.0000756944464,2159.2247513888965,88.67166206261666,40.099680000000006,1175.1694
B1,193688,45401,21.7859,202.315853658536,75.0,2329.991525000016,2270.984,2259.994501388884,2201.90522083334,2149.994723611113,83.81628333333363,42.801550000000006,1218.2957000000001
B1,193688,45402,1.0026,202.141379310345,68.7894736842105,2329.991638763437,2290.0048088950434,2253.8729187499953,2219.9976694444504,2165.056432638877,57.15318048512786,31.48628,1222.9508999999998
B1,193686,45402,17.9245,123.995348837209,104.05,2329.9916474670476,2293.9708119361594,2270.595263888895,2217.364054861107,2165.056432638877,57.15318048512786,31.48628,1222.9508999999998
B1,193686,45403,18.9731,123.870394736842,106.0,2329.992000000008,2300.976125000005,2262.191922222233,2234.1150333333208,2177.184414583336,42.7032618362534,29.253595,1197.70635
B1,193686,45404,2.8213,124.398591549296,105.12,2330.473700000012,2306.087700000001,2257.3180749999924,2223.713281250005,2169.134653472219,91.82759835194057,36.17824,1049.0875500000002
B1,193689,45404,20.8087,161.70198019802,99.4705882352941,2330.473700000012,2306.087700000001,2257.3180749999924,2223.713281250005,2169.134653472219,91.82759835194057,36.17824,1049.0875500000002
B1,193689,45405,24.6496,161.294871794872,104.021739130435,2326.0375249999984,2300.002174999999,2264.2347458333365,2225.680479861113,2181.823591666662,117.75589648266418,34.999735,1124.28465
B1,193689,45406,1.4562,162.345871559633,106.0,2333.481924999996,2300.0056999999997,2284.758950694461,2233.793354166667,2172.269561805547,83.44621553229713,31.228665,1136.7717
B1,193535,45406,19.3305,116.353465346535,122.0,2333.481924999996,2300.0056999999997,2284.758950694461,2233.793354166667,2172.269561805547,83.44621553229713,31.228665,1136.7717
B1,193535,45407,20.7426,116.259744408946,123.230769230769,2339.9959499999927,2309.556500000001,2285.6486736111187,2254.884604166658,2172.2130875000007,83.44397444692964,34.484235,1095.75775
B1,193692,45408,13.3359,158.5,95.25,2349.555425000006,2310.0087999999973,2290.003069270449,2255.0229687500023,2181.975839583336,85.23257875357982,35.100145,1143.17175
B1,193535,45408,7.9397,116.641871921182,124.0,2349.555425000006,2310.0087999999973,2290.003069270449,2255.0229687500023,2181.975839583336,85.23257875357982,35.100145,1143.17175
B1,193692,45409,21.7522,157.551943462898,95.9047619047619,2349.999500000002,2309.9991923360326,2290.0083999999956,2264.9365556374382,2214.9755694444398,91.74113485438009,38.04258,1090.790055
B1,193694,45410,13.71,150.276086956522,103.0,2349.9951127487125,2310.007324999999,2290.0083999999956,2265.538452083335,2214.1232187500013,90.82735248436366,37.032675,1095.65985
B1,193692,45410,8.413,157.95221238938,92.0625,2349.9955749999995,2309.9991923360326,2290.0083999999956,2265.538452083335,2214.1232187500013,90.82735248436366,37.032675,1095.65985
B1,193694,45411,22.6963,151.072435897436,103.68253968254,2349.555425000006,2309.9991923360326,2290.0083999999956,2265.538452083335,2210.0428017686045,83.60446961702323,37.79869,1134.7647499999998
B1,193694,45412,22.6969,151.372,102.583333333333,2349.999500000002,2310.007324999999,2290.0083999999956,2265.538452083335,2210.0341319444397,86.06444008734034,37.7564,1165.09145
B1,193694,45413,22.7755,152.376978417266,89.4651162790698,2349.990315496876,2310.003571924947,2290.0026879777633,2265.290833217512,2210.032662265461,85.3577742456815,37.54155,1155.44015
B1,193694,45414,8.889,150.864532019704,99.1538461538462,2349.990675000006,2310.006800000001,2283.5989222222192,2255.098280555552,2202.33029444444,94.93913151125786,36.077754999999996,1138.9637
B1,193783,45414,15.7597,188.546031746032,96.0,2349.990675000006,2310.006800000001,2283.5989222222192,2255.098280555552,2202.33029444444,94.93913151125786,36.077754999999996,1138.9637
B1,193783,45415,26.0516,188.59039039039,96.0,2357.190449999993,2317.2094000000034,2277.1523152777727,2242.3673770833393,2191.4289840277775,117.6801577424022,36.782745,1073.37365
B1,193783,45416,18.3245,188.929508196721,94.6153846153846,2359.976899999987,2320.6242749999997,2280.505340972221,2245.8410576388937,2196.4347236111134,110.77472886128605,34.096509999999995,1080.338025
B1,193784,45417,18.7846,173.963829787234,77.7173913043478,2359.987824999999,2301.5920000000015,2270.9543131944497,2240.5066972222207,2175.93668958334,80.93934311283331,37.500415000000004,1043.63355
B1,193784,45418,18.8069,174.605158730159,75.0,2359.9877499999916,2300.005124999997,2269.298,2239.49961041667,2175.0404618055554,85.49043270477567,39.988115,1082.4441
B1,193784,45419,18.8164,174.532093023256,76.0,2359.9891249999973,2300.0067000000035,2270.0014656011167,2239.9979111111147,2177.1881291666714,89.26223032906836,39.529030000000006,1119.3204
B1,193784,45420,18.8445,174.798333333333,75.0,2359.9866499999966,2300.000024999996,2270.0054881944375,2239.997386805565,2178.2915569444467,92.14352222222236,39.425595,1125.1868
B1,193784,45421,18.7899,174.323829787234,75.0,2374.563225000006,2311.600250000001,2270.0018979166784,2239.99901458334,2179.5160375000028,92.8864997499954,39.11511,1135.6538
B1,193784,45422,18.7433,174.102164502165,75.8135593220339,2389.9937249999984,2324.001974999998,2269.9994215277807,2239.9945902777904,2180.017168749987,93.14644173256112,39.228685,1011.7113899999999
B1,193784,45423,18.7279,173.487698412699,75.0,2389.982524999999,2324.005274999998,2269.998100000002,2240.006223611121,2180.001020833329,93.70117407407346,39.317350000000005,930.2155300000001
B1,193784,45424,18.9351,174.441035856574,75.0,2389.9853000000003,2324.0023500000025,2269.998735416663,2240.003402777788,2180.0012118055492,97.41819814814747,39.361015,953.09457
B1,193784,45425,18.9013,174.793700787402,75.0,2389.9837250000014,2324.0087749999975,2269.997338194456,2240.004500694454,2179.989839583328,102.36571174607964,39.730875,991.199865
B1,193784,45426,18.8422,174.829182879377,73.3934426229508,2389.9836250000017,2324.0035750000025,2270.006019444452,2239.999755555565,2179.99556388889,106.12744629629648,39.745785,1061.5694899999999
B1,193782,45427,15.1926,129.383516483517,93.5384615384615,2389.9956810534013,2323.9994381858087,2274.4779166057087,2244.3334081931216,2198.0820577907834,79.42195595959069,38.152384999999995,1099.32575
B1,193784,45427,2.9647,174.8546875,78.25,2389.9956810534013,2323.9994381858087,2274.4779166057087,2244.3334081931216,2198.0820577907834,79.42195595959069,38.152384999999995,1099.32575
B1,193782,45428,18.6887,130.582369146005,97.85,2378.2038500000085,2324.444,2296.860745138881,2256.239066666679,2219.1715368055643,68.46546697297111,39.037155,1037.62945
B1,193782,45429,18.957,132.385885885886,100.0,2369.9968250000065,2339.999252258504,2290.001611111104,2239.9960006944534,2200.004059027769,78.43235000000047,36.944255,1030.85643
B1,193782,45430,19.0059,132.911484593838,100.535714285714,2369.995375000007,2339.9998473282494,2289.9956138888915,2239.996116666678,2200.007452777753,79.68138081415577,37.046945,1041.040145
