Column1,Column2,Column3,Gotas cortadas,Peso médio,Velocidade média,Tras-PV,Fritas-PV,Agit-PV,Meio-PV,Frente-PV,Comprimento médio (mm),Diâmetro,Temperatura
B1,193782,45431,19.024,132.486072423398,100.0,2369.996500000009,2340.006775000002,2289.997797916661,2239.99207222223,2199.613788888881,79.10098750000006,36.2585,1055.264755
B1,193782,45432,19.0059,132.505900621118,100.0,2369.9917500000056,2339.996250000005,2289.92941319444,2240.0010416666782,2200.001694444447,66.8245760475552,40.084680000000006,1041.422
B1,193782,45433,19.2151,133.205571847507,100.0,2369.9927750000056,2340.004099999999,2289.9961958333374,2240.0072055555675,2200.010057638887,67.65859166666807,39.48309999999999,1053.0362
B1,193782,45434,19.0853,133.080481283422,100.0,2369.990925000007,2339.9968250000015,2289.996465277771,2239.999877083342,2200.0035458333186,68.79194455632539,38.77608,1022.33745
B1,193782,45435,19.0835,132.859891598916,100.0,2369.9941750000116,2339.998824999998,2290.009399999987,2239.995434027789,2200.006926388879,69.71604861111089,38.237105,999.44114
B1,193782,45436,19.1564,132.824316109423,100.0,2369.9945750000084,2340.0016500000033,2289.9904638888843,2239.9983069444547,2202.192449305557,70.45311176233632,38.166785000000004,1008.71344
B1,193852,45437,20.2196,198.787603305785,73.7777777777778,2341.1722000000173,2298.7700250000034,2259.72723819445,2217.6912166666634,2169.234342361119,83.12643936911411,39.571830000000006,448.073945
B1,193782,45437,0.7367,132.83875,100.0,2341.1722000000173,2298.7700250000034,2259.72723819445,2217.6912166666634,2169.234342361119,83.12643936911411,39.571830000000006,448.073945
B1,193852,45440,21.1916,198.248051948052,75.1304347826087,2329.995225000018,2280.007300000002,2240.001057638895,2199.997935416657,2150.0067506944515,95.30757741348029,40.588319999999996,779.3688500000001
B1,193852,45441,21.2092,199.099610894942,74.0,2329.9945000000125,2280.003650000003,2239.991378472226,2199.9989777777655,2150.007011805562,96.75756114041208,40.605215,1054.31404
B1,193852,45442,21.1541,198.359642857143,74.0,2329.993175000017,2280.0034750000004,2239.995365277774,2200.0058381944336,2149.999722222225,96.16275573407373,40.611865,1045.49285
B1,193937,45443,18.9867,172.291111111111,91.8181818181818,2336.2501499999853,2299.00885,2258.9986701388952,2213.735234722228,2169.718207638893,86.40232220364557,34.384015,1088.9547499999999
B1,193852,45443,2.352,198.111764705882,69.85,2336.2501499999853,2299.00885,2258.9986701388952,2213.735234722228,2169.718207638893,86.40232220364557,34.384015,1088.9547499999999
B1,193937,45444,20.9355,173.643728813559,83.304347826087,2339.9918220986706,2310.0042223766486,2269.9975948575475,2219.9999534398953,2179.994939541355,98.51557007027645,37.11681,1042.0627
B1,193937,45445,7.621,173.524840764331,84.0,2331.9495499999944,2305.9318999999973,2261.894769444444,2220.5137944444514,2175.9446249999996,102.3991143125189,36.72172,1052.99091
B1,194029,45445,15.1606,180.325,88.0,2331.9495499999944,2305.9318999999973,2261.894769444444,2229.9918854166554,2175.9446249999996,102.3991143125189,36.72172,1052.99091
B1,194029,45446,24.2184,180.542739726027,92.0810810810811,2319.99617499999,2300.005625000004,2249.9994729166647,2229.996332638884,2170.001675694446,104.09730756671782,38.003955,1056.1191800000001
B1,194029,45447,24.2435,179.898898071625,93.0,2319.9990499999885,2300.0013249999997,2250.0047430555487,2231.4581520833244,2170.004666666663,102.88544699161424,38.70753,1063.10079
B1,194029,45448,17.6334,179.311818181818,91.6621621621622,2321.8913499999876,2301.4757249999993,2251.311327083334,2236.67149374999,2171.1666520833323,97.67956549350913,37.31821,1074.52849
B1,193972,45449,24.9193,175.075720164609,100.0,2359.9957249999834,2330.0003749999983,2290.003392361121,2230.0065409722188,2183.316943750002,82.07855217826344,41.571355,1132.5999000000002
B1,193972,45450,19.6793,172.845171339564,100.0,2359.9956749999765,2330.000350000003,2280.0922736111124,2231.6092881944346,2179.9942319444513,65.88116111110848,34.46129,1180.15915
B1,193882,45451,21.545,136.582051282051,110.0,2350.67134999998,2320.0874500000027,2279.998729861111,2229.9998249999967,2180.05210763887,80.43059635462633,34.853849999999994,1251.1572
B1,193882,45452,21.6076,136.281172839506,110.0,2350.996374999983,2320.0023500000025,2280.0007499999915,2232.668390972217,2175.0007847222105,73.8383954588449,38.6575,1177.99315
B1,193882,45453,21.603,136.646483180428,110.0,2350.868,2319.9962999999993,2279.9911708333257,2235.001709027775,2176.0634680555627,73.86402876790302,38.0446,1178.35045
B1,193882,45454,21.6073,136.544171779141,110.0,2350.9965392633617,2320.000974999998,2279.9984227156287,2235.002146029036,2177.000686111122,77.93178010999713,39.102995,1167.0841500000001
B1,193882,45455,21.7239,136.901552795031,110.0,2350.9956754910254,2319.997339026473,2280.0017381944467,2234.9924909722185,2176.420009393684,78.17699148533796,39.355109999999996,1163.23235
B1,193882,45456,21.5129,136.167365269461,110.0,2350.9946249999825,2320.002599999994,2279.993365972218,2234.957,2175.997587500015,76.70068621020476,39.60172,1161.60565
B1,193882,45457,21.6496,136.790223463687,106.811594202899,2350.994349999987,2320.005724999999,2265.9979041666584,2217.973235580243,2176.0020715277865,76.7666784398828,37.936099999999996,1086.6059
B1,193882,45458,1.579,136.406349206349,110.0,2336.330150000014,2305.975575,2259.991648611104,2210.0051380985487,2173.327030555546,69.10505374552349,32.619235,1059.13071
B1,193973,45458,23.1529,196.36015037594,88.0,2336.330150000014,2305.975575,2259.991648611104,2210.0051380985487,2173.327030555546,69.10505374552349,32.619235,1059.13071
B1,193973,45459,24.8989,196.059620596206,88.0,2329.997250000019,2300.0013250000034,2259.99121180555,2209.9931250000063,2169.9938534722155,118.36639095845523,38.7247,1040.2432800000001
B1,193973,45460,24.7913,196.368965517241,86.6440677966102,2329.9961500000154,2300.0057500000016,2260.004972916656,2209.9994729166765,2169.990622916659,117.62179853728522,39.381164999999996,1097.7462500000001
B1,193973,45461,19.6633,196.552818991098,91.3015873015873,2329.998150000014,2300.000825000001,2280.0002430555596,2219.9999138888943,2169.9933895833265,116.41750631313204,39.9009,1140.7242999999999
B1,194057,45462,22.0239,169.647931034483,92.3684210526316,2320.240199999991,2309.794774999997,2208.511196527778,2239.420644444435,2182.629087500001,79.98829815039797,39.52887,1150.7622000000001
B1,194057,45463,22.0219,169.487896253602,90.0,2319.9972249999896,2310.224,2271.5954965277783,2271.542280555562,2179.994192361112,79.3089490098493,42.24808,1113.87655
B1,194057,45464,22.1942,168.527096774194,87.3913043478261,2249.911650000001,2271.285609451009,2264.199137500005,2267.734636111113,2115.305256944446,29.28342400491785,15.91032,1791.8267
B1,194113,45465,17.6102,122.025510204082,102.166666666667,2350.743775000007,2347.025675,2279.993591666679,2279.2202312500012,2211.795710416673,62.084151835866024,27.824089999999998,337.87527
B1,194113,45467,18.1876,121.655828220859,103.228571428571,2379.9971500000006,2360.0674999999987,2264.483718055561,2225.9291688672643,2223.01311388889,74.59062561673684,38.040994999999995,928.44582
B1,194121,45468,19.7076,168.131932773109,88.5333333333333,2351.497974999987,2317.079100000002,2270.0031840277825,2230.004603472211,2192.61440972223,92.51748180385695,31.732695,1185.71515
B1,194113,45468,1.3286,120.109734513274,104.0,2351.497974999987,2317.079100000002,2270.0031840277825,2230.004603472211,2192.61440972223,92.51748180385695,31.732695,1185.71515
B1,194121,45469,21.4124,169.000431034483,88.0,2339.9968999999896,2299.993125,2270.000166666672,2230.0031881944324,2189.2963479166665,124.34885335942876,32.632145,1059.959555
B1,194121,45470,21.4471,168.9144,88.0,2339.995799999992,2300.0003500000025,2269.633146527782,2229.638413194441,2187.025360416665,120.16448491926889,33.62444,1124.5819000000001
B1,194121,45471,21.4906,169.33162055336,88.0,2339.9964499999887,2299.9999000000034,2259.99411527778,2220.0044354166685,2186.9796284722156,124.1340729401736,34.209680000000006,1101.86525
B1,194121,45472,21.4194,168.772532188841,88.0,2339.992449999986,2299.9947750000015,2259.99411527778,2220.0044354166685,2186.9527840277888,119.9740786762503,33.530975,1104.58625
B1,194121,45473,21.5485,169.209920634921,88.8793103448276,2339.9961749999848,2299.997275000003,2259.99411527778,2220.0044354166685,2189.9633659722194,122.89420248824298,34.562619999999995,1124.2267499999998
